      -5.1486030      -20.424507
      -4.1486030      -16.457506
      -4.0038381      -15.883285
      -3.8590741      -15.309127
      -3.7143080      -14.735069
      -3.5695429      -14.161228
      -3.4247789      -13.587780
      -3.2800140      -13.015024
      -3.1352489      -12.443451
      -2.9904850      -11.873754
      -2.8457191      -11.306924
      -2.7009549      -10.744430
      -2.5561900      -10.188266
      -2.4114251      -9.6411142
      -2.3752329      -9.5061169
      -2.3390429      -9.3719616
      -2.3028510      -9.2387095
      -2.2666600      -9.1064377
      -2.2304680      -8.9752255
      -2.1942780      -8.8451586
      -2.1580861      -8.7163334
      -2.1218951      -8.5888453
      -2.0857041      -8.4628172
      -2.0495119      -8.3383761
      -2.0133209      -8.2156611
      -1.9771310      -8.0948334
      -1.9409400      -7.9760780
      -1.9047470      -7.8595810
      -1.8685580      -7.7455988
      -1.8323669      -7.6343599
      -1.7961730      -7.5261288
      -1.7599829      -7.4212308
      -1.7237910      -7.3199420
      -1.6876000      -7.2225800
      -1.6514090      -7.1293931
      -1.6152180      -7.0405942
      -1.5790271      -6.9562278
      -1.5428360      -6.8761612
      -1.5066450      -6.7999250
      -1.4704530      -6.7273070
      -1.4342620      -6.6566731
      -1.3980711      -6.5859191
      -1.3618790      -6.5131161
      -1.3256880      -6.4368694
      -1.2894980      -6.3566225
      -1.2533060      -6.2729734
      -1.2179400      -6.1907472
      -1.1852371      -6.1189776
      -1.1548260      -6.0596324
      -1.1264060      -6.0126007
      -1.0997320      -5.9767178
      -1.0746011      -5.9490118
      -1.0508460      -5.9250623
      -1.0283231      -5.9006612
      -1.0069110      -5.8726815
     -0.98650599      -5.8396426
     -0.96701503      -5.8021486
     -0.94836098      -5.7625617
     -0.93047601      -5.7241340
     -0.91329902      -5.6897624
     -0.89677799      -5.6613455
     -0.88085997      -5.6397087
     -0.86550403      -5.6243896
     -0.85067302      -5.6136829
     -0.83633202      -5.6052092
     -0.82244903      -5.5962483
     -0.80899900      -5.5843858
     -0.79595101      -5.5684239
     -0.78328300      -5.5486121
     -0.77097398      -5.5261857
     -0.75900400      -5.5029130
     -0.74735600      -5.4807032
     -0.73601103      -5.4613234
     -0.72495800      -5.4458857
     -0.71417701      -5.4344371
     -0.70365697      -5.4262926
     -0.69338602      -5.4202576
     -0.68335301      -5.4148540
     -0.66632098      -5.4027277
     -0.64929098      -5.3828105
     -0.63226002      -5.3562342
     -0.61522698      -5.3292280
     -0.59819603      -5.3084488
     -0.58116502      -5.2950111
     -0.56413502      -5.2838933
     -0.54710400      -5.2680502
     -0.53007197      -5.2462944
     -0.51304102      -5.2243432
     -0.49601099      -5.2076078
     -0.47898000      -5.1948045
     -0.46194801      -5.1800683
     -0.44491601      -5.1614541
     -0.42788500      -5.1432984
     -0.41085401      -5.1286347
     -0.39382300      -5.1146737
     -0.37679201      -5.0984875
     -0.28028199      -5.0146417
     -0.18377300      -4.9369843
    -0.087263003      -4.8648003
    0.0092470003      -4.7975192
      0.10575900      -4.7346770
      0.20226800      -4.6758865
      0.29877701      -4.6208391
      0.39528599      -4.5693120
      0.49179700      -4.5211923
      0.58830601      -4.4765348
      0.68481702      -4.4355914
      0.78132701      -4.3989717
      0.87783599      -4.3678188
      0.97434598      -4.3441345
       1.0708580      -4.3312986
       1.1673650      -4.3348675
       1.2638750      -4.3637210
       1.3603849      -4.4318108
       1.4568959      -4.5601733
       1.5534060      -4.7788020
       1.6499161      -5.1268767
       1.7464260      -5.6489512
       1.8429350      -6.3854163
       1.9394450      -7.3594022
       2.0359540      -8.5674870
       2.1324649      -9.9814319
       2.2289751      -11.559349
       2.3254850      -13.258572
       2.425          -14
       3.425          -14
      10.425          -14

