#      Omega(a)             rho_vir/rho_crit     delta_crit^0
    0.57936252560862    132.34136578699    1.6816608815650
    0.58033770259567    132.45446576061    1.6816761706643
    0.58131287870199    132.56751546228    1.6816914315764
    0.58228805397772    132.68051502576    1.6817066643967
    0.58326322847207    132.79346458442    1.6817218692212
    0.58423840223540    132.90636427059    1.6817370461430
    0.58521357531681    133.01921421635    1.6817521952565
    0.58618874776410    133.13201455351    1.6817673166571
    0.58716391962740    133.24476541249    1.6817824104354
    0.58813909095397    133.35746692397    1.6817974766861
    0.58911426179213    133.47011921764    1.6818125155011
    0.59008943218985    133.58272242264    1.6818275269718
    0.59106460219454    133.69527666767    1.6818425111899
    0.59203977185310    133.80778208093    1.6818574682469
    0.59301494121368    133.92023878959    1.6818723982312
    0.59399011032148    134.03264692114    1.6818873012356
    0.59496527922451    134.14500660154    1.6819021773469
    0.59594044796773    134.25731795709    1.6819170266564
    0.59691561659756    134.36958111301    1.6819318492521
    0.59789078515967    134.48179619415    1.6819466452221
    0.59886595369945    134.59396332483    1.6819614146545
    0.59984112226201    134.70608262885    1.6819761576367
    0.60081629089240    134.81815422942    1.6819908742555
    0.60179145963485    134.93017824942    1.6820055645982
    0.60276662853485    135.04215481070    1.6820202287492
    0.60374179763553    135.15408403532    1.6820348667959
    0.60471696698074    135.26596604448    1.6820494788238
    0.60569213661531    135.37780095848    1.6820640649159
    0.60666730658151    135.48958889787    1.6820786251585
    0.60764247692299    135.60132998217    1.6820931596352
    0.60861764768260    135.71302433058    1.6821076684296
    0.60959281890311    135.82467206175    1.6821221516250
    0.61056799062695    135.93627329388    1.6821366093045
    0.61154316289644    136.04782814461    1.6821510415502
    0.61251833575356    136.15933673115    1.6821654484445
    0.61349350923966    136.27079917037    1.6821798300698
    0.61446868339708    136.38221557819    1.6821941865059
    0.61544385826708    136.49358607039    1.6822085178340
    0.61641903389009    136.60491076246    1.6822228241358
    0.61739421030693    136.71618976922    1.6822371054915
    0.61836938755937    136.82742320457    1.6822513619788
    0.61934456568665    136.93861118279    1.6822655936795
    0.62031974472942    137.04975381709    1.6822798006715
    0.62129492472764    137.16085122040    1.6822939830338
    0.62227010572102    137.27190350518    1.6823081408446
    0.62324528774913    137.38291078343    1.6823222741819
    0.62422047085093    137.49387316682    1.6823363831239
    0.62519565506624    137.60479076617    1.6823504677465
    0.62617084043397    137.71566369212    1.6823645281266
    0.62714602699210    137.82649205511    1.6823785643419
    0.62812121477948    137.93727596474    1.6823925764678
    0.62909640383430    138.04801553035    1.6824065645805
    0.63007159419438    138.15871086087    1.6824205287556
    0.63104678589854    138.26936206436    1.6824344690665
    0.63202197898344    138.37996924918    1.6824483855899
    0.63299717348644    138.49053252289    1.6824622784002
    0.63397236944593    138.60105199220    1.6824761475693
    0.63494756689786    138.71152776420    1.6824899931731
    0.63592276587909    138.82195994514    1.6825038152848
    0.63689796642734    138.93234864046    1.6825176139755
    0.63787316857758    139.04269395612    1.6825313893207
    0.63884837236725    139.15299599668    1.6825451413906
    0.63982357783225    139.26325486678    1.6825588702574
    0.64079878500788    139.37347067079    1.6825725759939
    0.64177399393015    139.48364351234    1.6825862586710
    0.64274920463409    139.59377349495    1.6825999183605
    0.64372441715618    139.70386072109    1.6826135551309
    0.64469963153011    139.81390529384    1.6826271690554
    0.64567484779211    139.92390731482    1.6826407602015
    0.64665006597595    140.03386688612    1.6826543286408
    0.64762528611651    140.14378410894    1.6826678744424
    0.64860050824818    140.25365908420    1.6826813976751
    0.64957573240514    140.36349191244    1.6826948984079
    0.65055095862136    140.47328269380    1.6827083767094
    0.65152618693072    140.58303152802    1.6827218326478
    0.65250141736683    140.69273851447    1.6827352662909
    0.65347664996317    140.80240375212    1.6827486777065
    0.65445188475304    140.91202733956    1.6827620669617
    0.65542712176958    141.02160937500    1.6827754341237
    0.65640236104567    141.13114995628    1.6827887792592
    0.65737760261382    141.24064918097    1.6828021024351
    0.65835284650762    141.35010714572    1.6828154037157
    0.65932809275848    141.45952394767    1.6828286831688
    0.66030334139898    141.56889968301    1.6828419408592
    0.66127859246124    141.67823444768    1.6828551768522
    0.66225384597719    141.78752833729    1.6828683912128
    0.66322910197855    141.89678144705    1.6828815840056
    0.66420436049657    142.00599387199    1.6828947552957
    0.66517962156373    142.11516570616    1.6829079051452
    0.66615488521026    142.22429704413    1.6829210336200
    0.66713015146760    142.33338797953    1.6829341407828
    0.66810542036666    142.44243860581    1.6829472266970
    0.66908069193828    142.55144901601    1.6829602914256
    0.67005596621304    142.66041930287    1.6829733350312
    0.67103124322137    142.76934955877    1.6829863575764
    0.67200652299361    142.87823987571    1.6829993591233
    0.67298180555960    142.98709034549    1.6830123397344
    0.67395709095024    143.09590105904    1.6830252994695
    0.67493237919412    143.20467210790    1.6830382383925
    0.67590767032221    143.31340358213    1.6830511565618
    0.67688296436271    143.42209557263    1.6830640540410
    0.67785826134631    143.53074816878    1.6830769308880
    0.67883356130130    143.63936146063    1.6830897871650
    0.67980886425671    143.74793553748    1.6831026229322
    0.68078417024210    143.85647048802    1.6831154382481
    0.68175947928629    143.96496640086    1.6831282331720
    0.68273479141693    144.07342336474    1.6831410077655
    0.68371010666380    144.18184146704    1.6831537620846
    0.68468542505391    144.29022079602    1.6831664961910
    0.68566074661677    144.39856143841    1.6831792101406
    0.68663607137948    144.50686348163    1.6831919039934
    0.68761139936992    144.61512701238    1.6832045778078
    0.68858673061684    144.72335211658    1.6832172316392
    0.68956206514688    144.83153888071    1.6832298655475
    0.69053740298784    144.93968739035    1.6832424795891
    0.69151274416672    145.04779773109    1.6832550738218
    0.69248808871179    145.15586998753    1.6832676483003
    0.69346343664902    145.26390424496    1.6832802030834
    0.69443878800546    145.37190058782    1.6832927382272
    0.69541414280876    145.47985909987    1.6833052537860
    0.69638950108441    145.58777986553    1.6833177498181
    0.69736486285977    145.69566296796    1.6833302263773
    0.69834022816095    145.80350849056    1.6833426835197
    0.69931559701458    145.91131651611    1.6833551212996
    0.70029096944581    146.01908712772    1.6833675397740
    0.70126634548185    146.12682040717    1.6833799389950
    0.70224172514731    146.23451643713    1.6833923190198
    0.70321710846922    146.34217529872    1.6834046798999
    0.70419249547226    146.44979707388    1.6834170216912
    0.70516788618183    146.55738184382    1.6834293444477
    0.70614328062392    146.66492968910    1.6834416482216
    0.70711867882378    146.77244069031    1.6834539330661
    0.70809408080589    146.87991492805    1.6834661990358
    0.70906948659545    146.98735248225    1.6834784461831
    0.71004489621744    147.09475343256    1.6834906745603
    0.71102030969645    147.20211785851    1.6835028842202
    0.71199572705680    147.30944583940    1.6835150752157
    0.71297114832394    147.41673745363    1.6835272475966
    0.71394657352095    147.52399278045    1.6835394014177
    0.71492200267327    147.63121189758    1.6835515367279
    0.71589743580384    147.73839488366    1.6835636535811
    0.71687287293751    147.84554181604    1.6835757520267
    0.71784831409817    147.95265277221    1.6835878321156
    0.71882375930866    148.05972782987    1.6835998939006
    0.71979920859387    148.16676706533    1.6836119374296
    0.72077466197634    148.27377055578    1.6836239627550
    0.72175011947987    148.38073837744    1.6836359699262
    0.72272558112764    148.48767060652    1.6836479589934
    0.72370104694286    148.59456731889    1.6836599300062
    0.72467651694861    148.70142859014    1.6836718830141
    0.72565199116785    148.80825449564    1.6836838180666
    0.72662746962338    148.91504511048    1.6836957352127
    0.72760295233760    149.02180050967    1.6837076345023
    0.72857843933373    149.12852076747    1.6837195159826
    0.72955393063426    149.23520595817    1.6837313797023
    0.73052942626072    149.34185615630    1.6837432257117
    0.73150492623653    149.44847143505    1.6837550540564
    0.73248043058273    149.55505186858    1.6837668647869
    0.73345593932218    149.66159752973    1.6837786579492
    0.73443145247690    149.76810849150    1.6837904335908
    0.73540697006811    149.87458482703    1.6838021917604
    0.73638249211753    149.98102660887    1.6838139325055
    0.73735801864741    150.08743390895    1.6838256558715
    0.73833354967925    150.19380679934    1.6838373619054
    0.73930908523367    150.30014535228    1.6838490506558
    0.74028462533275    150.40644963889    1.6838607221673
    0.74126016999771    150.51271973045    1.6838723764862
    0.74223571924891    150.61895569849    1.6838840136604
    0.74321127310808    150.72515761337    1.6838956337341
    0.74418683159615    150.83132554568    1.6839072367531
    0.74516239473345    150.93745956604    1.6839188227640
    0.74613796254057    151.04355974460    1.6839303918125
    0.74711353503902    151.14962615070    1.6839419439416
    0.74808911224841    151.25565885449    1.6839534791985
    0.74906469418949    151.36165792517    1.6839649976274
    0.75004028088252    151.46762343191    1.6839764992728
    0.75101587234769    151.57355544365    1.6839879841795
    0.75199146860515    151.67945402906    1.6839994523917
    0.75296706967463    151.78531925679    1.6840109039541
    0.75394267557656    151.89115119474    1.6840223389097
    0.75491828633048    151.99694991109    1.6840337573028
    0.75589390195615    152.10271547360    1.6840451591770
    0.75686952247344    152.20844794967    1.6840565445752
    0.75784514790141    152.31414740694    1.6840679135420
    0.75882077825967    152.41981391237    1.6840792661201
    0.75979641356736    152.52544753300    1.6840906023530
    0.76077205384450    152.63104833499    1.6841019222815
    0.76174769910952    152.73661638525    1.6841132259502
    0.76272334938167    152.84215174987    1.6841245134011
    0.76369900467974    152.94765449498    1.6841357846771
    0.76467466502334    153.05312468588    1.6841470398184
    0.76565033043029    153.15856238878    1.6841582788697
    0.76662600092026    153.26396766839    1.6841695018701
    0.76760167651092    153.36934059046    1.6841807088640
    0.76857735722174    153.47468121929    1.6841918998904
    0.76955304307022    153.57998962021    1.6842030749930
    0.77052873407569    153.68526585705    1.6842142342107
    0.77150443025538    153.79050999480    1.6842253775871
    0.77248013162854    153.89572209679    1.6842365051602
    0.77345583821244    154.00090222745    1.6842476169732
    0.77443155002540    154.10605045022    1.6842587130657
    0.77540726708531    154.21116682856    1.6842697934782
    0.77638298941001    154.31625142570    1.6842808582510
    0.77735871701726    154.42130430468    1.6842919074243
    0.77833444992445    154.52632552852    1.6843029410387
    0.77931018814993    154.63131515931    1.6843139591321
    0.78028593171049    154.73627325996    1.6843249617459
    0.78126168062373    154.84119989257    1.6843359489194
    0.78223743490705    154.94609511911    1.6843469206917
    0.78321319457742    155.05095900160    1.6843578771027
    0.78418895965274    155.15579160115    1.6843688181897
    0.78516473014942    155.26059297966    1.6843797439934
    0.78614050608466    155.36536319823    1.6843906545521
    0.78711628747540    155.47010231786    1.6844015499043
    0.78809207433854    155.57481039937    1.6844124300887
    0.78906786669078    155.67948750344    1.6844232951436
    0.79004366454887    155.78413369047    1.6844341451072
    0.79101946792916    155.88874902092    1.6844449800182
    0.79199527684889    155.99333355431    1.6844557999127
    0.79297109132383    156.09788735103    1.6844666048303
    0.79394691137035    156.20241047077    1.6844773948089
    0.79492273700525    156.30690297264    1.6844881698845
    0.79589856824472    156.41136491597    1.6844989300945
    0.79687440510447    156.51579636020    1.6845096754776
    0.79785024760080    156.62019736410    1.6845204060702
    0.79882609574971    156.72456798640    1.6845311219093
    0.79980194956715    156.82890828563    1.6845418230316
    0.80077780906894    156.93321832020    1.6845525094739
    0.80175367427065    157.03749814844    1.6845631812735
    0.80272954518868    157.14174782782    1.6845738384647
    0.80370542183796    157.24596741671    1.6845844810859
    0.80468130423429    157.35015697255    1.6845951091726
    0.80565719239313    157.45431655282    1.6846057227609
    0.80663308632990    157.55844621480    1.6846163218866
    0.80760898605998    157.66254601556    1.6846269065855
    0.80858489159839    157.76661601222    1.6846374768939
    0.80956080296101    157.87065626096    1.6846480328453
    0.81053672016227    157.97466681895    1.6846585744773
    0.81151264321730    158.07864774250    1.6846691018249
    0.81248857214145    158.18259908752    1.6846796149220
    0.81346450694946    158.28652091022    1.6846901138043
    0.81444044765642    158.39041326625    1.6847005985059
    0.81541639427642    158.49427621192    1.6847110690638
    0.81639234682486    158.59810980213    1.6847215255104
    0.81736830531634    158.70191409231    1.6847319678803
    0.81834426976483    158.80568913812    1.6847423962099
    0.81932024018570    158.90943499387    1.6847528105307
    0.82029621659273    159.01315171496    1.6847632108790
    0.82127219900029    159.11683935607    1.6847735972888
    0.82224818742317    159.22049797129    1.6847839697924
    0.82322418187556    159.32412761500    1.6847943284238
    0.82420018237102    159.42772834193    1.6848046732188
    0.82517618892451    159.53130020532    1.6848150042079
    0.82615220154927    159.63484325975    1.6848253214274
    0.82712822025985    159.73835755839    1.6848356249086
    0.82810424507022    159.84184315470    1.6848459146845
    0.82908027599377    159.94530010245    1.6848561907898
    0.83005631304455    160.04872845461    1.6848664532565
    0.83103235623609    160.15212826439    1.6848767021182
    0.83200840558260    160.25549958414    1.6848869374057
    0.83298446109713    160.35884246709    1.6848971591534
    0.83396052279344    160.46215696559    1.6849076654632
    0.83493659068494    160.56544313209    1.6849178599868
    0.83591266478490    160.66870101896    1.6849280410683
    0.83688874510708    160.77193067789    1.6849382087384
    0.83786475245711    160.87512378742    1.6849483622059
    0.83884084576280    160.97829720163    1.6849585031570
    0.83981694532967    161.08144254353    1.6849686307940
    0.84079305117140    161.18455986401    1.6849787451464
    0.84176916330051    161.28764921489    1.6849888462478
    0.84274528173016    161.39071064717    1.6849989341291
    0.84372140647328    161.49374421183    1.6850090088217
    0.84469753754276    161.59674995969    1.6850190703566
    0.84567367495140    161.69972794148    1.6850291187652
    0.84664981871200    161.80267820768    1.6850391540784
    0.84762596883719    161.90560080873    1.6850491763272
    0.84860212533967    162.00849579485    1.6850591855424
    0.84957828823202    162.11136321611    1.6850691817546
    0.85055445752674    162.21420312247    1.6850791649946
    0.85153063323636    162.31701556369    1.6850891352927
    0.85250681537319    162.41980058950    1.6850990926795
    0.85348300394970    162.52255824929    1.6851090371851
    0.85445919897795    162.62528859267    1.6851189688405
    0.85543540047071    162.72799166828    1.6851288876737
    0.85641160843969    162.83066752573    1.6851387937168
    0.85738782289698    162.93331621394    1.6851486869995
    0.85836404385504    163.03593778132    1.6851585675504
    0.85934027132586    163.13853227648    1.6851684353990
    0.86031650532110    163.24109974831    1.6851782905764
    0.86129274585266    163.34364024517    1.6851881331120
    0.86226899293275    163.44615381485    1.6851979630337
    0.86324524657300    163.54864050564    1.6852077803717
    0.86422150678534    163.65110036526    1.6852175851542
    0.86519777358114    163.75353344187    1.6852273774119
    0.86617404697223    163.85593978293    1.6852371571728
    0.86715032697015    163.95831943601    1.6852469244662
    0.86812661358651    164.06067244840    1.6852566793204
    0.86910290683262    164.16299886755    1.6852664217651
    0.87007920672038    164.26529874001    1.6852761518267
    0.87105551326075    164.36757211327    1.6852858695356
    0.87203182646501    164.46981903423    1.6852955749205
    0.87300814634494    164.57203954895    1.6853052680074
    0.87398447291116    164.67423370477    1.6853149488274
    0.87496080617533    164.77640154753    1.6853246174064
    0.87593714614840    164.87854312373    1.6853342737732
    0.87691349284161    164.98065847932    1.6853439179549
    0.87788984626572    165.08274766072    1.6853535499808
    0.87886620643169    165.18481071384    1.6853631698787
    0.87984257335089    165.28684768385    1.6853727776741
    0.88081894703380    165.38885861695    1.6853823733966
    0.88179532749141    165.49084355844    1.6853919570728
    0.88277171473432    165.59280255392    1.6854015287310
    0.88374810877373    165.69473564802    1.6854110883963
    0.88472450961989    165.79664288647    1.6854206360979
    0.88570091728359    165.89852431405    1.6854301718623
    0.88667733177530    166.00037997580    1.6854396957171
    0.88765375310596    166.10220991587    1.6854492076872
    0.88863018128569    166.20401417947    1.6854587078014
    0.88960661632492    166.30579281107    1.6854681960865
    0.89058305823436    166.40754585461    1.6854776725676
    0.89155950702430    166.50927335438    1.6854871372716
    0.89253596270487    166.61097535481    1.6854965902260
    0.89351242528630    166.71265189994    1.6855060314574
    0.89448889477920    166.81430303300    1.6855154609899
    0.89546537119337    166.91592879834    1.6855248788518
    0.89644185453893    167.01752923957    1.6855342850693
    0.89741834482625    167.11910439974    1.6855436796668
    0.89839484206520    167.22065432249    1.6855530626713
    0.89937134626594    167.32217905081    1.6855624341076
    0.90034785743803    167.42367862848    1.6855717940039
    0.90132437559187    167.52515309767    1.6855811423828
    0.90230090073696    167.62660250186    1.6855904792721
    0.90327743288324    167.72802688366    1.6855998046968
    0.90425397204049    167.82942628570    1.6856091186821
    0.90523051821832    167.93080075072    1.6856184212541
    0.90620707142663    168.03215032075    1.6856277124369
    0.90718363167500    168.13347503823    1.6856369922560
    0.90816019897310    168.23477494520    1.6856462607361
    0.90913677333027    168.33605008412    1.6856555179036
    0.91011335475615    168.43730049672    1.6856647637826
    0.91108994326010    168.53852622508    1.6856739983989
    0.91206653885188    168.63972731026    1.6856832217749
    0.91304314154057    168.74090379448    1.6856924339374
    0.91401975133560    168.84205571907    1.6857016349106
    0.91499636824627    168.94318312542    1.6857108247190
    0.91597299228187    169.04428605476    1.6857200033868
    0.91694962345152    169.14536454845    1.6857291709393
    0.91792626176461    169.24641864712    1.6857383273992
    0.91890290723026    169.34744839173    1.6857474727909
    0.91987955985737    169.44845382353    1.6857566071400
    0.92085621965503    169.54943498319    1.6857657304704
    0.92183288663254    169.65039191070    1.6857748428040
    0.92280956079858    169.75132464720    1.6857839441670
    0.92378624216210    169.85223323306    1.6857930345830
    0.92476293073230    169.95311770790    1.6858021140736
    0.92573962651772    170.05397811258    1.6858111826650
    0.92671632952723    170.15481448711    1.6858202403803
    0.92769303976984    170.25562687086    1.6858292872413
    0.92866975725397    170.35641530449    1.6858383232741
    0.92964648198867    170.45717982690    1.6858473484991
    0.93062321398235    170.55792047836    1.6858563629420
    0.93159995324371    170.65863729821    1.6858653666251
    0.93257669978134    170.75933032589    1.6858743595717
    0.93355345360381    170.85999960068    1.6858833418046
    0.93453021471953    170.96064516207    1.6858923133479
    0.93550698313724    171.06126704851    1.6859012742220
    0.93648375886511    171.16186529970    1.6859102244522
    0.93746054191158    171.26243995452    1.6859191640611
    0.93843733228515    171.36299105135    1.6859280930699
    0.93941412999415    171.46351862894    1.6859370115012
    0.94039093504669    171.56402272637    1.6859459193793
    0.94136774745114    171.66450338191    1.6859548167256
    0.94234456721570    171.76496063394    1.6859637035624
    0.94332139434848    171.86539452109    1.6859725799132
    0.94429822885782    171.96580508094    1.6859814457978
    0.94527507075158    172.06619235244    1.6859903012412
    0.94625192003808    172.16655637278    1.6859991462626
    0.94722877672518    172.26689718058    1.6860079808863
    0.94820564082092    172.36721481346    1.6860168051334
    0.94918251233327    172.46750930925    1.6860256190259
    0.95015939127017    172.56778070556    1.6860344225854
    0.95113627763945    172.66802904025    1.6860432158345
    0.95211317144915    172.76825435011    1.6860519987925
    0.95309007270692    172.86845667327    1.6860607714833
    0.95406698142060    172.96863604682    1.6860695339276
    0.95504389759789    173.06879250822    1.6860782861473
    0.95602082124670    173.16892609397    1.6860870281618
    0.95699775237452    173.26903684187    1.6860957599943
    0.95797469098908    173.36912478869    1.6861044816654
    0.95895163709798    173.46918997135    1.6861131931960
    0.95992859070882    173.56923242676    1.6861218946071
    0.96090555182915    173.66925219169    1.6861305859197
    0.96188252046648    173.76924930290    1.6861392671544
    0.96285949662831    173.86922379703    1.6861479383319
    0.96383648032202    173.96917571099    1.6861565994737
    0.96481347155518    174.06910508063    1.6861652505979
    0.96579047033504    174.16901194316    1.6861738917271
    0.96676747666898    174.26889633487    1.6861825228810
    0.96774449056435    174.36875829217    1.6861911440795
    0.96872151202836    174.46859785178    1.6861997553435
    0.96969854106840    174.56841504942    1.6862083566906
    0.97067557769157    174.66820992220    1.6862169481428
    0.97165262190506    174.76798250656    1.6862255297195
    0.97262967371614    174.86773283833    1.6862341014381
    0.97360673313180    174.96746095472    1.6862426633199
    0.97458380015920    175.06716689211    1.6862512153831
    0.97556087480537    175.16685068728    1.6862597576466
    0.97653795707735    175.26651237704    1.6862682901286
    0.97751504698209    175.36615199877    1.6862768128481
    0.97849214452665    175.46576958910    1.6862853258207
    0.97946924971783    175.56536518663    1.6862938290666
    0.98044636256264    175.66493882850    1.6863023225996
    0.98142348306786    175.76449055406    1.6863108064382
    0.98240061124032    175.86402040265    1.6863192805976
    0.98337774708688    175.96352841384    1.6863277450902
    0.98435489061420    176.06301462994    1.6863361999321
    0.98533204182907    176.16247909328    1.6863446451328
    0.98630920073817    176.26192184892    1.6863530807020
    0.98728636734809    176.36134294538    1.6863615066488
    0.98826354166549    176.46074243352    1.6863699229736
    0.98924072369687    176.56012037143    1.6863783296778
    0.99021791344880    176.65947682333    1.6863867267493
    0.99119511092766    176.75881186699    1.6863951141714
    0.99217231613988    176.85812559667    1.6864034919046
    0.99314952909172    176.95741813788    1.6864118598878
    0.99412674978935    177.05668966635    1.6864202180104
    0.99510397823878    177.15594045340    1.6864285660767
    0.99608121444570    177.25517096727    1.6864369037129
    0.99705845841531    177.35438214787    1.6864452301160
    0.99803571015159    177.45357637370    1.6864535431881
    0.99901296965476    177.55276293919    1.6864618345714
    0.99999023687804    177.65267039816    1.6864694456397
